ModelYear,Manufcaturer,VehicleNameEn,FuelEconomy,Grade,FuelTypeEn,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,8.7,Very Poor,Gasoline ,
2015,Ford,F150,9.1,Very Poor,Gasoline ,
2015,Ford,F150,9.1,Very Poor,Gasoline ,
2015,Ford,F150,9.1,Very Poor,Gasoline ,
2015,Ford,F150,9.1,Very Poor,Gasoline ,
2015,Ford,Taurus ,9.5,Very Poor,Gasoline ,
2015,Ford,Taurus SHO,9.5,Very Poor,Gasoline ,
2015,Lincoln,MKS ,9.5,Very Poor,Gasoline ,
2015,Lincoln,MKT ,9.5,Very Poor,Gasoline ,
2015,Ford,F150,9.5,Very Poor,Gasoline ,
2015,Ford,F150,9.5,Very Poor,Gasoline ,
2015,Ford,F150,9.5,Very Poor,Gasoline ,
2015,Ford,F150,9.5,Very Poor,Gasoline ,
2015,Ford,F150,9.5,Very Poor,Gasoline ,
2015,Toyota,Hiace ,9.6,Very Poor,Gasoline ,
2015,Toyota,Hiace ,9.7,Very Poor,Gasoline ,
2015,Toyota,Hiace ,9.7,Very Poor,Gasoline ,
2015,Lincoln,MKT ,9.7,Very Poor,Gasoline ,
2015,Ford,Flex ,10.1,Poor,Gasoline ,
2015,Infiniti,QX50 ,10.3,Very Poor,Gasoline ,
2015,Honda,Odyssey ,10.6,Very Poor,Gasoline ,
2015,Ford,Taurus ,10.7,Very Poor,Gasoline ,
2015,Ford,Taurus ,10.7,Very Poor,Gasoline ,
2015,Ford,Edge ,10.9,Average,Gasoline ,
2015,Nissan,Pathfinder ,11,Average,Gasoline ,
2015,Ford,Edge ,11,Average,Gasoline ,
2015,Ford,Edge,11.5,Very Poor,Gasoline ,
2015,Ford,Edge ,11.9,Very Poor,Gasoline ,
2015,Toyota,Avalon ,12,Very Poor,Gasoline ,
2015,Toyota,Hiace ,12.7,Excellent,Diesel,
2015,Toyota,Hiace ,12.7,Excellent,Diesel,
2015,Ford,Edge ,12.8,Excellent,Gasoline ,
2015,Ford,Edge ,13.3,Average,Gasoline ,
2016,Bentley,Mulsanne Speed ,7.1,Very Poor,Gasoline ,
2016,Nissan,Patrol ,7.1,Very Poor,Gasoline ,
2016,Bentley,Continental GT ,7.3,Very Poor,Gasoline ,
2016,Bentley,Continental GT Convertible,7.3,Very Poor,Gasoline ,
2016,Lamborghini,Aventador,7.4,Very Poor,Gasoline ,
2016,Lamborghini,Aventador SV,7.4,Very Poor,Gasoline ,
2016,Lamborghini,Aventador Roadster,7.4,Very Poor,Gasoline ,
2016,Lamborghini,Aventador SV Roadster,7.4,Very Poor,Gasoline ,
2016,Nissan,Patrol ,7.4,Very Poor,Gasoline ,
2016,Nissan,Patrol_4WD ,7.8,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Nissan,Patrol ,7.9,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,7.9,Very Poor,Gasoline ,
2016,Rolls-Royce,Phantom (FJ61),8,Very Poor,Gasoline ,
2016,Nissan,Patrol ,8,Very Poor,Gasoline ,
2016,Toyota,Sequoia ,8.1,Very Poor,Gasoline ,
2016,Toyota,Sequoia ,8.1,Very Poor,Gasoline ,
2016,Jeep,Grand Cherokee SRT,8.1,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,8.2,Very Poor,Gasoline ,
2016,Infiniti,QX80 ,8.2,Very Poor,Gasoline ,
2016,Rolls-Royce,Ghost (FK41),8.3,Very Poor,Gasoline ,
2016,Lexus,LX570 ,8.3,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,8.3,Very Poor,Gasoline ,
2016,Rolls-Royce,Dawn (XZ81),8.3,Very Poor,Gasoline ,
2016,Dodge,CHALLENGER HELLCAT SRT ,8.4,Very Poor,Gasoline ,
2016,Mitsubishi,Pajero ,8.5,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,8.5,Very Poor,Gasoline ,
2016,Dodge,CHALLENGER HELLCAT SRT,8.5,Very Poor,Gasoline ,
2016,Dodge,Charger Hellcat SRT ,8.5,Very Poor,Gasoline ,
2016,Mitsubishi,Pajero ,8.6,Very Poor,Gasoline ,
2016,Porsche,911 Carrera R,8.7,Very Poor,Gasoline ,
2016,Toyota,FJ Cruiser ,8.8,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,8.8,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,8.8,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,8.8,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,8.9,Very Poor,Gasoline ,
2016,GMC,Yukon XL ,9,Very Poor,Gasoline ,
2016,Ford,Mustang Shelby GT350,9,Very Poor,Gasoline ,
2016,Mitsubishi,Pajero ,9.1,Very Poor,Gasoline ,
2016,Land Rover,Range Rover ,9.1,Very Poor,Gasoline ,
2016,Land Rover,Range Rover ,9.1,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,9.1,Very Poor,Gasoline ,
2016,Lincoln,Navigator ,9.1,Very Poor,Gasoline ,
2016,Lincoln,Navigator L,9.1,Very Poor,Gasoline ,
2016,Cadillac,CTS-V,9.1,Very Poor,Gasoline ,
2016,Aston Martin,Lagonda ,9.1,Very Poor,Gasoline ,
2016,Jeep,Grand Cherokee ,9.1,Very Poor,Gasoline ,
2016,Mitsubishi,Pajero ,9.2,Very Poor,Gasoline ,
2016,Lexus,GX460 ,9.2,Very Poor,Gasoline ,
2016,Cadillac,Escalade ,9.2,Very Poor,Gasoline ,
2016,RAM,RAM 1500,9.2,Very Poor,Gasoline ,
2016,RAM,RAM 1500,9.2,Very Poor,Gasoline ,
2016,Chevrolet,Silverado ,9.2,Very Poor,Gasoline ,
2016,Dodge,Challenger SRT 8 ,9.2,Very Poor,Gasoline ,
2016,Dodge,Durango ,9.2,Very Poor,Gasoline ,
2016,Dodge,Durango ,9.2,Very Poor,Gasoline ,
2016,Kia,Quoris ,9.3,Very Poor,Gasoline ,
2016,Bentley,Continental GT V8 S Convertible,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Ford,F150,9.3,Very Poor,Gasoline ,
2016,Chevrolet,Silverado ,9.3,Very Poor,Gasoline ,
2016,GMC,Sierra ,9.3,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,9.4,Very Poor,Diesel,
2016,Tata,Xenon ,9.4,Very Poor,Gasoline ,
2016,GMC,Yukon ,9.4,Very Poor,Gasoline ,
2016,Chevrolet,Silverado ,9.4,Very Poor,Gasoline ,
2016,GMC,Sierra ,9.4,Very Poor,Gasoline ,
2016,Lamborghini,Huracan Spyder,9.4,Very Poor,Gasoline ,
2016,Mercedes-Benz,AMG GLS 63 4MATIC,9.4,Very Poor,Gasoline ,
2016,Audi,R8 V10 Plus ,9.4,Very Poor,Gasoline ,
2016,GMC,Acadia ,9.4,Very Poor,Gasoline ,
2016,Chevrolet,Traverse ,9.4,Very Poor,Gasoline ,
2016,Kia,Mohave ,9.5,Very Poor,Gasoline ,
2016,Kia,Mohave ,9.5,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,RAM,RAM 1500,9.5,Very Poor,Gasoline ,
2016,GMC,Sierra ,9.5,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,9.5,Very Poor,Diesel,
2016,Lamborghini,Huracan ,9.6,Very Poor,Gasoline ,
2016,Toyota,Hiace ,9.6,Very Poor,Gasoline ,
2016,Toyota,Fortuner ,9.6,Very Poor,Gasoline ,
2016,Toyota,Fortuner ,9.6,Very Poor,Gasoline ,
2016,GMC,Acadia ,9.6,Very Poor,Gasoline ,
2016,Chevrolet,Traverse ,9.6,Very Poor,Gasoline ,
2016,Mercedes-Benz,AMG GLE 63,9.7,Very Poor,Gasoline ,
2016,Mercedes-Benz,AMG GLE 63 S 4MATIC,9.7,Very Poor,Gasoline ,
2016,Lamborghini,Huracan ,9.7,Very Poor,Gasoline ,
2016,GMC,Yukon XL ,9.7,Very Poor,Gasoline ,
2016,Chevrolet,Suburban ,9.7,Very Poor,Gasoline ,
2016,Jeep,WRANGLER UNLIMITED ,9.7,Very Poor,Gasoline ,
2016,Toyota,Hiace ,9.7,Very Poor,Gasoline ,
2016,Toyota,Hiace ,9.7,Very Poor,Gasoline ,
2016,McLaren,McLaren 650S Coupe,9.8,Very Poor,Gasoline ,
2016,McLaren,McLaren 650S Spider,9.8,Very Poor,Gasoline ,
2016,McLaren,McLaren 675LT Coupe,9.8,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,9.8,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,9.8,Very Poor,Gasoline ,
2016,Chevrolet,Tahoe ,9.8,Very Poor,Gasoline ,
2016,GMC,Yukon ,9.8,Very Poor,Gasoline ,
2016,Dodge,Challenger ,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,F150,9.8,Very Poor,Gasoline ,
2016,Ford,Taurus,9.8,Very Poor,Gasoline ,
2016,McLaren,McLaren 675LT Spider,9.8,Very Poor,Gasoline ,
2016,McLaren,McLaren 650S Can-Am,9.8,Very Poor,Gasoline ,
2016,Toyota,FJ Cruiser ,9.9,Very Poor,Gasoline ,
2016,Jaguar,XJ ,9.9,Very Poor,Gasoline ,
2016,Jaguar,XJ ,9.9,Very Poor,Gasoline ,
2016,Chevrolet,Silverado ,9.9,Very Poor,Gasoline ,
2016,GMC,Sierra ,9.9,Very Poor,Gasoline ,
2016,Dodge,Challenger SRT 8 ,9.9,Very Poor,Gasoline ,
2016,Chrysler,300C SRT,9.9,Very Poor,Gasoline ,
2016,Dodge,Charger SRT ,9.9,Very Poor,Gasoline ,
2016,Dodge,Charger ,9.9,Very Poor,Gasoline ,
2016,Chevrolet,Silverado ,9.9,Very Poor,Gasoline ,
2016,GMC,Sierra ,9.9,Very Poor,Gasoline ,
2016,Jaguar,F-Type R,10,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,10,Poor,Gasoline ,
2016,Ford,Mustang ,10,Very Poor,Gasoline ,
2016,Ford,Mustang ,10,Very Poor,Gasoline ,
2016,Ford,Mustang ,10,Very Poor,Gasoline ,
2016,Ford,Explorer ,10.1,Poor,Gasoline ,
2016,Cadillac,SRX ,10.1,Very Poor,Gasoline ,
2016,Lexus,GSF,10.1,Very Poor,Gasoline ,
2016,Cadillac,XTS ,10.1,Very Poor,Gasoline ,
2016,GMC,Terrain ,10.1,Very Poor,Gasoline ,
2016,"CHTC MOTOR CO., LTD",C4E(HKL6480A),10.1,Poor,Gasoline ,
2016,"CHTC MOTOR CO., LTD",C5(HKL6540E4),10.1,Poor,Gasoline ,
2016,Audi,R8 V10 ,10.1,Very Poor,Gasoline ,
2016,Hyundai,H1 ,10.2,Poor,Gasoline ,
2016,Toyota,Hilux ,10.2,Poor,Gasoline ,
2016,Toyota,Hilux ,10.2,Poor,Gasoline ,
2016,GMC,Yukon XL ,10.2,Poor,Gasoline ,
2016,Chevrolet,Tahoe ,10.2,Poor,Gasoline ,
2016,Chevrolet,Suburban ,10.2,Poor,Gasoline ,
2016,GMC,Yukon ,10.2,Poor,Gasoline ,
2016,Jeep,WRANGLER ,10.2,Poor,Gasoline ,
2016,GMC,Sierra ,10.2,Poor,Gasoline ,
2016,Chevrolet,Silverado ,10.2,Poor,Gasoline ,
2016,Toyota,Fortuner ,10.2,Poor,Gasoline ,
2016,Ford,Flex,10.2,Poor,Gasoline ,
2016,Mercedes-Benz,GLS 500 4MATIC,10.2,Poor,Gasoline ,
2016,Hyundai,H1 ,10.2,Poor,Gasoline ,
2016,Lincoln,MKT,10.2,Poor,Gasoline ,
2016,Mitsubishi,L200 ,10.3,Poor,Gasoline ,
2016,Mitsubishi,L200 ,10.3,Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,10.3,Poor,Gasoline ,
2016,Toyota,Hilux ,10.3,Poor,Gasoline ,
2016,Lexus,LS460 ,10.3,Very Poor,Gasoline ,
2016,Cadillac,ATS_V,10.3,Very Poor,Gasoline ,
2016,Cadillac,ATS_V ,10.3,Very Poor,Gasoline ,
2016,RAM,RAM 1500,10.3,Poor,Gasoline ,
2016,RAM,RAM 1500,10.3,Poor,Gasoline ,
2016,Lincoln,MKX,10.3,Poor,Gasoline ,
2016,Chevrolet,Silverado ,10.3,Poor,Gasoline ,
2016,GMC,Sierra ,10.3,Poor,Gasoline ,
2016,Infiniti,QX50 ,10.3,Very Poor,Gasoline ,
2016,Toyota,Fortuner ,10.3,Poor,Gasoline ,
2016,Cadillac,CTS ,10.3,Very Poor,Gasoline ,
2016,Kia,Carnival ,10.4,Very Poor,Gasoline ,
2016,Kia,Carnival ,10.4,Very Poor,Gasoline ,
2016,Kia,Carnival ,10.4,Very Poor,Gasoline ,
2016,Ford,Mustang ,10.4,Very Poor,Gasoline ,
2016,Zhengzhou Nissan,RICH ,10.4,Poor,Gasoline ,
2016,Chrysler,300C,10.4,Very Poor,Gasoline ,
2016,Dodge,Challenger ,10.4,Very Poor,Gasoline ,
2016,Dodge,Charger ,10.4,Very Poor,Gasoline ,
2016,Toyota,Fortuner ,10.4,Poor,Gasoline ,
2016,Ford,F150,10.4,Poor,Gasoline ,
2016,Ford,F150,10.4,Poor,Gasoline ,
2016,Ford,F150,10.4,Poor,Gasoline ,
2016,Ford,F150,10.4,Poor,Gasoline ,
2016,Ford,F150,10.4,Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,10.5,Average,Gasoline ,
2016,Nissan,Nissan Pick up ,10.5,Average,Gasoline ,
2016,Nissan, Nissan Pick up,10.5,Average,Gasoline ,
2016,Lexus,RC F ,10.5,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser ,10.5,Average,Diesel,
2016,Mitsubishi,Montero Sport,10.5,Average,Gasoline ,
2016,Mitsubishi,Montero Sport ,10.5,Average,Gasoline ,
2016,Ford,Ranger ,10.5,Average,Gasoline ,
2016,Ford,Ranger ,10.5,Average,Gasoline ,
2016,Ford,Ranger ,10.5,Average,Gasoline ,
2016,Ford,Ranger ,10.5,Average,Gasoline ,
2016,Mercedes-Benz,GLE 500 4MATIC ,10.5,Average,Gasoline ,
2016,Ford,F150,10.6,Average,Gasoline ,
2016,Ford,F150,10.6,Average,Gasoline ,
2016,Ford,F150,10.6,Average,Gasoline ,
2016,Ford,F150,10.6,Average,Gasoline ,
2016,McLaren,McLaren 540C Coupe,10.6,Very Poor,Gasoline ,
2016,McLaren,McLaren 570S Coupe,10.6,Very Poor,Gasoline ,
2016,Chevrolet,Captiva ,10.6,Very Poor,Gasoline ,
2016,Lincoln,MKS,10.6,Very Poor,Gasoline ,
2016,Chevrolet,Camaro ,10.6,Very Poor,Gasoline ,
2016,Geely,EX7 ,10.6,Very Poor,Gasoline ,
2016,Mazda,BT-50 ,10.6,Average,Gasoline ,
2016,Kia,Sorento ,10.7,Very Poor,Gasoline ,
2016,Kia,Sorento ,10.7,Average,Gasoline ,
2016,Mitsubishi,Pajero ,10.7,Average,Diesel,
2016,Toyota,Hilux ,10.7,Average,Gasoline ,
2016,Lincoln,MKX,10.7,Average,Gasoline ,
2016,Toyota,Fortuner ,10.7,Average,Gasoline ,
2016,Ford,Flex,10.7,Average,Gasoline ,
2016,Mercedes-Benz,GLE 500 4MATIC,10.7,Average,Gasoline ,
2016,Toyota,Innova ,10.7,Average,Gasoline ,
2016,Mazda,BT-50 ,10.7,Average,Gasoline ,
2016,Kia,Quoris ,10.8,Very Poor,Gasoline ,
2016,Ford,Taurus SHO,10.8,Very Poor,Gasoline ,
2016,Lincoln,MKS,10.8,Very Poor,Gasoline ,
2016,Toyota,Previa ,10.9,Very Poor,Gasoline ,
2016,Zhengzhou Nissan,RICH ,10.9,Average,Gasoline ,
2016,Lexus,LX450d,10.9,Average,Diesel,
2016,Toyota,Land Cruiser ,10.9,Average,Diesel,
2016,GMC,Terrain ,10.9,Very Poor,Gasoline ,
2016,Ford,F150,10.9,Average,Gasoline ,
2016,Ford,F150,10.9,Average,Gasoline ,
2016,Ford,F150,10.9,Average,Gasoline ,
2016,Ford,F150,10.9,Average,Gasoline ,
2016,Ford,F150,10.9,Average,Gasoline ,
2016,Ford,Edge,10.9,Average,Gasoline ,
2016,Ford,Taurus,10.9,Very Poor,Gasoline ,
2016,Mazda,BT-50 ,10.9,Average,Gasoline ,
2016,Mercedes-Benz,AMG S 63 4MATIC,10.9,Very Poor,Gasoline ,
2016,Mitsubishi,L200 ,11,Average,Gasoline ,
2016,Mitsubishi,L200 ,11,Average,Gasoline ,
2016,Mitsubishi,L200 ,11,Average,Gasoline ,
2016,Mitsubishi,L200 ,11,Average,Gasoline ,
2016,Toyota,Hilux ,11,Average,Gasoline ,
2016,Mitsubishi,Montero Sport ,11,Very Poor,Gasoline ,
2016,Mitsubishi,Montero Sport ,11,Average,Gasoline ,
2016,Chrysler,Grand Voyager ,11,Average,Gasoline ,
2016,Chevrolet,Silverado ,11,Average,Gasoline ,
2016,GMC,Sierra ,11,Average,Gasoline ,
2016,Nissan,Pathfinder ,11,Average,Gasoline ,
2016,Infiniti,QX60 ,11,Average,Gasoline ,
2016,Ford,Edge,11,Average,Gasoline ,
2016,Lincoln,MKT,11,Average,Gasoline ,
2016,Chevrolet,Corvette ,11.1,Very Poor,Gasoline ,
2016,Chevrolet,Corvette ,11.1,Very Poor,Gasoline ,
2016,Cadillac,XTS ,11.1,Very Poor,Gasoline ,
2016,Zhengzhou Nissan,RICH ,11.1,Good,Gasoline ,
2016,Ford,Taurus,11.1,Very Poor,Gasoline ,
2016,Chevrolet,Camaro ,11.1,Very Poor,Gasoline ,
2016,Lincoln,MKX,11.2,Very Poor,Gasoline ,
2016,Dodge,Charger ,11.2,Very Poor,Gasoline ,
2016,Ford,Flex,11.2,Good,Gasoline ,
2016,Lincoln,MKS,11.2,Very Poor,Gasoline ,
2016,Nissan,NP300,11.2,Good,Gasoline ,
2016,Nissan,NP300,11.2,Good,Gasoline ,
2016,Nissan,Navara ,11.2,Good,Gasoline ,
2016,Nissan,Navara ,11.2,Good,Gasoline ,
2016,Jaguar,F-Type,11.3,Very Poor,Gasoline ,
2016,Zhengzhou Nissan,RICH ,11.3,Good,Gasoline ,
2016,Zhengzhou Nissan,RICH ,11.3,Good,Gasoline ,
2016,Lexus,RX350 ,11.3,Very Poor,Gasoline ,
2016,Lincoln,MKX,11.3,Very Poor,Gasoline ,
2016,Ford,F150,11.3,Good,Gasoline ,
2016,Ford,F150,11.3,Good,Gasoline ,
2016,Ford,F150,11.3,Good,Gasoline ,
2016,Ford,F150,11.3,Good,Gasoline ,
2016,Chevrolet,Captiva ,11.3,Very Poor,Gasoline ,
2016,Toyota,Innova ,11.3,Good,Gasoline ,
2016,Lexus,IS350 ,11.4,Very Poor,Gasoline ,
2016,Ford,Taurus,11.4,Very Poor,Gasoline ,
2016,Kia,Sorento ,11.5,Good,Gasoline ,
2016,Toyota,Previa ,11.5,Very Poor,Gasoline ,
2016,RAM,RAM 1500,11.5,Good,Gasoline ,
2016,Ford,Mustang ,11.5,Very Poor,Gasoline ,
2016,Ford,Mustang ,11.5,Very Poor,Gasoline ,
2016,Ford,Edge,11.5,Very Poor,Gasoline ,
2016,Chevrolet,Malibu ,11.6,Very Poor,Gasoline ,
2016,Nissan,NP300,11.6,Very Good,Gasoline ,
2016,Nissan,NP300,11.6,Very Good,Gasoline ,
2016,Nissan,NP300,11.6,Very Good,Gasoline ,
2016,Nissan,NP300,11.6,Very Good,Gasoline ,
2016,Jeep,Grand Cherokee ,11.6,Very Good,Gasoline ,
2016,Dodge,Durango ,11.6,Very Good,Gasoline ,
2016,Nissan,Navara ,11.6,Very Good,Gasoline ,
2016,Nissan,Navara ,11.6,Very Good,Gasoline ,
2016,Nissan,Navara ,11.6,Very Good,Gasoline ,
2016,Nissan,Navara ,11.6,Very Good,Gasoline ,
2016,Lexus,ES350 ,11.7,Very Poor,Gasoline ,
2016,Toyota,Hilux ,11.7,Very Good,Gasoline ,
2016,Ford,Ranger ,11.7,Very Good,Diesel,
2016,Audi,RS6 Avant ,11.8,Very Poor,Gasoline ,
2016,Kia,Sportage,11.9,Very Poor,Gasoline ,
2016,Jaguar,F-Type S,11.9,Very Poor,Gasoline ,
2016,Lexus,RX350 ,11.9,Very Poor,Gasoline ,
2016,Audi,RS7 ,11.9,Very Poor,Gasoline ,
2016,Chevrolet,Captiva ,11.9,Very Poor,Gasoline ,
2016,Dong Feng,AX7,11.9,Very Poor,Gasoline ,
2016,Audi,RS7 ,11.9,Very Poor,Gasoline ,
2016,Ford,Ranger,11.9,Very Good,Diesel,
2016,Kia,Sorento ,12,Very Good,Gasoline ,
2016,Kia,Sorento ,12,Very Poor,Gasoline ,
2016,Kia,Cadenza ,12,Very Poor,Gasoline ,
2016,Kia,Sorento ,12,Very Poor,Gasoline ,
2016,Kia,Sorento ,12,Very Poor,Gasoline ,
2016,Toyota,Avalon ,12,Very Poor,Gasoline ,
2016,Lexus,RC350 ,12,Very Poor,Gasoline ,
2016,Hyundai,Azera ,12,Very Poor,Gasoline ,
2016,Ford,Ranger ,12,Very Good,Diesel,
2016,Ford,Ranger ,12,Very Good,Diesel,
2016,Ford,Ranger ,12,Very Good,Diesel,
2016,Mercedes-Benz,S 500 4MATIC ,12,Very Poor,Gasoline ,
2016,Dodge,Durango ,12,Very Good,Gasoline ,
2016,Jaguar,XJ ,12.1,Very Poor,Gasoline ,
2016,Jaguar,XJ,12.1,Very Poor,Gasoline ,
2016,Lexus,GS350 ,12.1,Very Poor,Gasoline ,
2016,Hyundai,Genesis ,12.1,Very Poor,Gasoline ,
2016,Ford,Mustang ,12.1,Very Poor,Gasoline ,
2016,Ford,Mustang ,12.1,Very Poor,Gasoline ,
2016,Subaru,Legacy ,12.1,Very Poor,Gasoline ,
2016,Subaru,Outback ,12.1,Excellent,Gasoline ,
2016,Nissan,NP300,12.1,Excellent,Gasoline ,
2016,Nissan,Navara ,12.1,Excellent,Gasoline ,
2016,Honda,ACCORD 3.5 EX,12.2,Very Poor,Gasoline ,
2016,Honda,ACCORD 35EXi,12.2,Very Poor,Gasoline ,
2016,Honda,ACCORD 3.5 SPORT,12.2,Very Poor,Gasoline ,
2016,Honda,ACCORD 35SPORT,12.2,Very Poor,Gasoline ,
2016,Toyota,Aurion ,12.2,Very Poor,Gasoline ,
2016,Ford,Ranger,12.2,Excellent,Diesel,
2016,Nissan,NP300,12.2,Excellent,Gasoline ,
2016,Nissan,Navara ,12.2,Excellent,Gasoline ,
2016,Nissan,Nissan Pick up ,12.3,Excellent,Gasoline ,
2016,Nissan,Nissan Pick up ,12.3,Excellent,Gasoline ,
2016,Mazda,MX,12.3,Very Poor,Gasoline ,
2016,Chevrolet,Impala ,12.3,Very Poor,Gasoline ,
2016,Mercedes-Benz,S 500 ,12.3,Very Poor,Gasoline ,
2016,Ford,Fusion ,12.4,Very Poor,Gasoline ,
2016,Kia,Sportage ,12.4,Very Poor,Gasoline ,
2016,Ford,Taurus,12.4,Very Poor,Gasoline ,
2016,Toyota,Land Cruiser Prado ,12.5,Excellent,Diesel,
2016,Ford,Escape ,12.5,Excellent,Gasoline ,
2016,Chevrolet,Camaro ,12.5,Poor,Gasoline ,
2016,Mercedes-Benz,V-Class V 250,12.5,Excellent,Gasoline ,
2016,Ford,Escape ,12.6,Poor,Gasoline ,
2016,Renault,DUSTER,12.6,Excellent,Gasoline ,
2016,Ford,Ranger ,12.6,Excellent,Diesel,
2016,Ford,Ranger,12.6,Excellent,Diesel,
2016,Mercedes-Benz,AMG C 63 S Coupe,12.6,Poor,Gasoline ,
2016,Mitsubishi,Outlander ,12.7,Excellent,Gasoline ,
2016,Toyota,Hiace ,12.7,Excellent,Diesel,
2016,Toyota,Hiace ,12.7,Excellent,Diesel,
2016,Chrysler,300C ,12.7,Poor,Gasoline ,
2016,Dodge,Challenger ,12.7,Poor,Gasoline ,
2016,Dodge,Charger ,12.7,Poor,Gasoline ,
2016,Mercedes-Benz,S 500 ,12.7,Poor,Gasoline ,
2016,Foton,BJ5039XXY-1,12.7,Excellent,Gasoline ,
2016,BMW,650i A (6H51),12.8,Poor,Gasoline ,
2016,Kia,Sportage ,12.8,Poor,Gasoline ,
2016,SAIC,MG 6 ,12.8,Poor,Gasoline ,
2016,Ford,Ranger ,12.8,Excellent,Diesel,
2016,Mercedes-Benz,GLE 400 4MATIC,12.8,Excellent,Gasoline ,
2016,Ford,Edge,12.8,Excellent,Gasoline ,
2016,Dong Feng,AX7,12.9,Poor,Gasoline ,
2016,Toyota,Hilux ,13,Excellent,Diesel,
2016,Lexus,LS600h ,13,Average,Gasoline ,
2016,Toyota,Fortuner ,13,Excellent,Diesel,
2016,BAIC,BJ6470U6X1A,13,Average,Gasoline ,
2016,Kia,Sportage ,13,Average,Gasoline ,
2016,Kia,Sportage ,13,Average,Gasoline ,
2016,Kia,Sportage ,13.1,Average,Gasoline ,
2016,GMC,Terrain ,13.1,Excellent,Gasoline ,
2016,Toyota,RAV4 ,13.2,Excellent,Gasoline ,
2016,BMW,750Li A (7F01),13.2,Average,Gasoline ,
2016,Cadillac,ATS ,13.2,Average,Gasoline ,
2016,Cadillac,ATS ,13.2,Average,Gasoline ,
2016,Ford,Mustang,13.2,Average,Gasoline ,
2016,Cadillac,CTS ,13.2,Average,Gasoline ,
2016,BMW,M2 (1H91),13.2,Average,Gasoline ,
2016,BMW,M4 A (4S91),13.2,Average,Gasoline ,
2016,Toyota,Zelas ,13.3,Average,Gasoline ,
2016,Ford,Escape ,13.3,Average,Gasoline ,
2016,Ford,Fusion ,13.3,Average,Gasoline ,
2016,Toyota,Fortuner ,13.3,Excellent,Diesel,
2016,Hyundai,Tucson ,13.3,Average,Gasoline ,
2016,Kia,Sportage ,13.3,Average,Gasoline ,
2016,Ford,Edge,13.3,Average,Gasoline ,
2016,Geely,GC7 ,13.3,Average,Gasoline ,
2016,BMW,X4 xDRIVE 35i A (XW51),13.4,Excellent,Gasoline ,
2016,Mitsubishi,L200 ,13.4,Excellent,Diesel,
2016,Lexus,NX200t ,13.4,Average,Gasoline ,
2016,Jaguar,XF ,13.4,Average,Gasoline ,
